Model,Architecture,Accuracy,F1 Score (Macro),F1 Score (Weighted),Precision (Weighted),Recall (Weighted),Log Loss,Epochs Trained,Best Epoch,parameters
Neural Network,"3 Hidden Layers (128,64,32) with Dropout and BatchNorm",0.4760348583877996,0.37588215963308746,0.4119261948806099,0.42954897790282515,0.4760348583877996,1.0438769492367053,37,17,15043
