date,team,opponent,season,year,month,day_of_week,outcome,team_encoded,opponent_encoded,venue_encoded,formation_encoded,opp formation_encoded,is_home,avg_gf_5,avg_ga_5,avg_xg_5,avg_xga_5,avg_poss_5,avg_sh_5,avg_sot_5,avg_dist_5,avg_fk_5,avg_pk_5,avg_pkatt_5,avg_goal_diff,avg_xgoal_diff,avg_shot_acc,avg_pk_acc,form_5,points_5,attendance,round,comp,time,day_of_week_encoded
2021-09-22,Valencia,Sevilla,2021,2021,9,Wednesday,-1,25,24,0,18,15,0,2.0,0.8,1.28,0.9599999999999997,42.0,10.2,3.6,19.88,0.8,0.4,0.4,1.2,0.3200000000000003,0.35294117647058826,1.0,0.6,10.0,23654.0,Matchweek 6,La Liga,19:30,6
2021-09-25,Valencia,Athletic Club,2021,2021,9,Saturday,0,25,2,1,18,17,1,2.0,1.4,1.06,0.8800000000000001,45.0,11.2,4.0,18.34,0.6,0.2,0.2,0.6000000000000001,0.17999999999999994,0.35714285714285715,1.0,0.4,7.0,13680.0,Matchweek 7,La Liga,16:15,2
2021-10-02,Valencia,Cadiz,2021,2021,10,Saturday,0,25,5,0,18,17,0,2.0,1.4,0.9400000000000001,0.82,44.8,10.4,4.2,17.939999999999998,0.6,0.0,0.0,0.6000000000000001,0.1200000000000001,0.40384615384615385,0.0,0.4,7.0,14794.0,Matchweek 8,La Liga,18:30,2
2021-10-17,Valencia,Barcelona,2021,2021,10,Sunday,-1,25,4,0,10,15,0,1.4,1.4,0.8400000000000001,0.7799999999999999,48.4,11.8,4.2,19.52,0.6,0.0,0.0,0.0,0.060000000000000164,0.3559322033898305,0.0,0.2,5.0,47317.0,Matchweek 9,La Liga,21:00,3
2021-10-23,Valencia,Mallorca,2021,2021,10,Saturday,0,25,17,1,18,11,1,0.8,1.8,0.74,1.0399999999999998,48.0,11.6,4.0,19.94,0.8,0.0,0.0,-1.0,-0.2999999999999998,0.3448275862068966,0.0,0.0,2.0,29139.0,Matchweek 10,La Liga,14:00,2
2021-10-27,Valencia,Real Betis,2021,2021,10,Wednesday,-1,25,21,0,18,11,0,1.0,1.8,0.9199999999999999,0.8999999999999998,54.8,13.2,4.2,19.78,0.6,0.0,0.0,-0.8,0.02000000000000013,0.31818181818181823,0.0,0.0,3.0,43123.0,Matchweek 11,La Liga,20:00,6
2021-10-30,Valencia,Villarreal,2021,2021,10,Saturday,1,25,27,1,10,16,1,1.0,2.0,1.1600000000000001,1.1,54.4,13.6,4.4,18.839999999999996,0.6,0.0,0.0,-1.0,0.06000000000000005,0.3235294117647059,0.0,0.0,3.0,31487.0,Matchweek 12,La Liga,18:30,2
2021-11-07,Valencia,Atletico Madrid,2021,2021,11,Sunday,0,25,3,1,10,4,1,1.2,1.8,1.2,1.1,49.2,12.6,3.4,19.5,0.4,0.2,0.2,-0.6000000000000001,0.09999999999999987,0.2698412698412698,1.0,0.2,5.0,37472.0,Matchweek 13,La Liga,16:15,3
2021-11-21,Valencia,Real Sociedad,2021,2021,11,Sunday,0,25,23,0,12,11,0,1.8,2.4,1.2000000000000002,1.52,45.4,11.6,3.6,19.360000000000003,0.4,0.2,0.2,-0.5999999999999999,-0.31999999999999984,0.3103448275862069,1.0,0.2,5.0,28635.0,Matchweek 14,La Liga,21:00,3
2021-11-27,Valencia,Rayo Vallecano,2021,2021,11,Saturday,0,25,20,1,18,11,1,1.6,1.8,1.2600000000000002,1.1999999999999997,45.0,11.4,3.6,17.2,0.0,0.2,0.2,-0.19999999999999996,0.0600000000000005,0.3157894736842105,1.0,0.2,6.0,30030.0,Matchweek 15,La Liga,16:15,2
2021-12-05,Valencia,Celta Vigo,2021,2021,12,Sunday,1,25,6,0,19,8,0,1.4,1.6,1.22,1.3199999999999998,38.8,9.0,3.2,17.119999999999997,0.0,0.4,0.4,-0.20000000000000018,-0.09999999999999987,0.35555555555555557,1.0,0.2,6.0,11361.0,Matchweek 16,La Liga,21:00,3
2021-12-11,Valencia,Elche,2021,2021,12,Saturday,1,25,8,1,18,17,1,1.6,1.0,1.1600000000000001,1.1,37.6,8.6,3.4,18.560000000000002,0.0,0.4,0.4,0.6000000000000001,0.06000000000000005,0.3953488372093023,1.0,0.4,9.0,31662.0,Matchweek 17,La Liga,18:30,2
2021-12-20,Valencia,Levante,2021,2021,12,Monday,1,25,16,0,10,17,0,1.6,1.2,1.2600000000000002,1.1199999999999999,40.8,11.2,4.6,16.860000000000003,0.0,0.2,0.2,0.40000000000000013,0.14000000000000035,0.4107142857142857,1.0,0.4,9.0,18851.0,Matchweek 18,La Liga,21:00,1
2021-12-31,Valencia,Espanyol,2021,2021,12,Friday,-1,25,9,1,18,15,1,1.8,1.2,1.4600000000000002,1.2,40.8,11.8,5.0,16.94,0.0,0.4,0.4,0.6000000000000001,0.26000000000000023,0.423728813559322,1.0,0.6,11.0,29566.0,Matchweek 19,La Liga,16:15,0
2022-01-08,Valencia,Real Madrid,2021,2022,1,Saturday,-1,25,22,0,18,15,0,2.0,1.6,1.46,1.54,40.6,12.6,4.6,17.419999999999998,0.0,0.4,0.4,0.3999999999999999,-0.08000000000000007,0.36507936507936506,1.0,0.6,10.0,40617.0,Matchweek 20,La Liga,21:00,2
2022-01-19,Valencia,Sevilla,2021,2022,1,Wednesday,0,25,24,1,20,15,1,2.0,2.2,1.4,2.08,38.8,13.2,5.2,18.880000000000003,0.2,0.2,0.4,-0.20000000000000018,-0.6800000000000002,0.393939393939394,0.5,0.6,9.0,26049.0,Matchweek 21,La Liga,21:30,6
2022-01-22,Valencia,Atletico Madrid,2021,2022,1,Saturday,-1,25,3,0,20,17,0,1.8,2.2,1.2399999999999998,2.08,38.6,13.6,4.6,19.419999999999998,0.4,0.2,0.4,-0.40000000000000013,-0.8400000000000003,0.338235294117647,0.5,0.4,7.0,44999.0,Matchweek 22,La Liga,21:00,2
2022-02-06,Valencia,Real Sociedad,2021,2022,2,Sunday,0,25,23,1,20,15,1,1.8,2.6,1.06,2.4,37.4,10.8,3.8,20.74,0.4,0.2,0.4,-0.8,-1.3399999999999999,0.3518518518518518,0.5,0.2,4.0,31351.0,Matchweek 23,La Liga,14:00,3
2022-02-13,Valencia,Alaves,2021,2022,2,Sunday,-1,25,0,0,18,9,0,1.0,2.0,0.86,1.94,35.8,10.8,3.0,20.32,0.6,0.0,0.2,-1.0,-1.08,0.27777777777777773,0.0,0.0,2.0,12845.0,Matchweek 24,La Liga,14:00,3
2022-02-20,Valencia,Barcelona,2021,2022,2,Sunday,-1,25,4,1,18,15,1,1.0,2.0,0.96,1.9,40.2,10.0,3.4,21.1,0.6,0.2,0.4,-1.0,-0.94,0.33999999999999997,0.5,0.0,2.0,38315.0,Matchweek 25,La Liga,16:15,3
2022-02-26,Valencia,Mallorca,2021,2022,2,Saturday,1,25,17,0,3,11,0,1.0,2.0,0.86,1.52,40.8,10.0,3.2,19.68,0.6,0.2,0.2,-1.0,-0.66,0.32,1.0,0.0,2.0,14417.0,Matchweek 26,La Liga,14:00,2
2022-03-05,Valencia,Granada,2021,2022,3,Saturday,1,25,12,1,16,18,1,1.0,1.8,0.8800000000000001,1.7,40.8,9.6,3.6,18.92,0.4,0.2,0.2,-0.8,-0.8199999999999998,0.375,1.0,0.2,4.0,31227.0,Matchweek 27,La Liga,18:30,2
2022-03-12,Valencia,Getafe,2021,2022,3,Saturday,0,25,10,0,4,19,0,1.2,1.4,1.06,1.28,44.0,10.4,3.6,18.9,0.6,0.4,0.4,-0.19999999999999996,-0.21999999999999997,0.34615384615384615,1.0,0.4,7.0,10349.0,Matchweek 28,La Liga,21:00,2
2022-03-19,Valencia,Elche,2021,2022,3,Saturday,1,25,8,0,10,17,0,1.2,1.4,0.8800000000000001,1.3800000000000001,45.4,8.8,3.0,20.5,0.4,0.4,0.4,-0.19999999999999996,-0.5,0.3409090909090909,1.0,0.4,7.0,15780.0,Matchweek 29,La Liga,16:15,2
2022-04-03,Valencia,Cadiz,2021,2022,4,Sunday,0,25,5,1,4,17,1,1.2,1.0,0.82,1.1400000000000001,42.4,8.8,3.0,19.560000000000002,0.4,0.2,0.2,0.19999999999999996,-0.3200000000000002,0.3409090909090909,1.0,0.6,10.0,32949.0,Matchweek 30,La Liga,18:30,3
2022-04-11,Valencia,Rayo Vallecano,2021,2022,4,Monday,0,25,20,0,10,11,0,1.0,0.2,0.7000000000000001,0.76,45.4,7.6,2.2,20.979999999999997,0.2,0.2,0.2,0.8,-0.05999999999999994,0.2894736842105263,1.0,0.6,11.0,9302.0,Matchweek 31,La Liga,21:00,1
2022-04-16,Valencia,Osasuna,2021,2022,4,Saturday,-1,25,18,1,18,17,1,1.0,0.4,0.68,0.5199999999999999,47.8,7.2,1.8,21.419999999999998,0.2,0.2,0.2,0.6,0.16000000000000014,0.25,1.0,0.4,9.0,30148.0,Matchweek 32,La Liga,18:30,2
2022-04-19,Valencia,Villarreal,2021,2022,4,Tuesday,-1,25,27,0,6,16,0,0.6,0.6,0.62,0.6599999999999999,47.6,7.0,1.8,21.119999999999997,0.0,0.2,0.2,0.0,-0.039999999999999925,0.2571428571428572,1.0,0.2,6.0,13570.0,Matchweek 33,La Liga,21:30,5
2022-04-30,Valencia,Levante,2021,2022,4,Saturday,0,25,16,1,20,19,1,0.6,1.0,0.6399999999999999,0.96,46.6,6.8,2.0,20.639999999999997,0.2,0.2,0.2,-0.4,-0.32000000000000006,0.29411764705882354,1.0,0.2,5.0,35099.0,Matchweek 34,La Liga,18:30,2
2022-05-07,Valencia,Athletic Club,2021,2022,5,Saturday,0,25,2,0,20,17,0,0.6,1.2,0.5599999999999999,1.1,44.2,6.4,1.6,20.859999999999996,0.2,0.2,0.2,-0.6,-0.5400000000000001,0.25,1.0,0.0,3.0,41091.0,Matchweek 35,La Liga,16:15,2
2022-05-10,Valencia,Real Betis,2021,2022,5,Tuesday,-1,25,21,1,20,11,1,0.6,1.2,0.5399999999999999,1.3399999999999999,42.2,6.2,1.6,20.6,0.4,0.2,0.2,-0.6,-0.7999999999999999,0.25806451612903225,1.0,0.0,3.0,28091.0,Matchweek 36,La Liga,19:00,5
2022-05-14,Valencia,Espanyol,2021,2022,5,Saturday,0,25,9,0,20,17,0,0.4,1.6,0.6799999999999999,1.54,42.2,8.8,2.2,20.46,0.6,0.2,0.2,-1.2000000000000002,-0.8600000000000001,0.25,1.0,0.0,2.0,14990.0,Matchweek 37,La Liga,18:30,2
2022-05-21,Valencia,Celta Vigo,2021,2022,5,Saturday,1,25,6,1,18,8,1,0.4,1.4,0.74,1.46,42.4,10.4,2.6,20.080000000000002,1.0,0.0,0.0,-0.9999999999999999,-0.72,0.25,0.0,0.0,3.0,16189.0,Matchweek 38,La Liga,17:30,2
2022-08-14,Valencia,Girona,2022,2022,8,Sunday,1,25,11,1,16,4,1,0.8,1.0,0.9800000000000001,1.16,43.0,11.4,3.0,18.339999999999996,1.0,0.0,0.0,-0.19999999999999996,-0.17999999999999983,0.2631578947368421,0.0,0.2,6.0,39359.0,Matchweek 1,La Liga,19:30,3
2022-08-21,Valencia,Athletic Club,2022,2022,8,Sunday,-1,25,2,0,16,11,0,0.8,0.8,1.2,0.9200000000000002,45.8,13.4,3.0,19.08,1.6,0.2,0.2,0.0,0.2799999999999998,0.22388059701492538,1.0,0.4,8.0,43333.0,Matchweek 2,La Liga,17:30,3
2022-08-29,Valencia,Atletico Madrid,2022,2022,8,Monday,-1,25,3,1,12,19,1,0.8,1.0,1.3199999999999998,0.86,50.0,14.6,2.8,17.8,1.4,0.2,0.2,-0.19999999999999996,0.45999999999999985,0.1917808219178082,1.0,0.4,7.0,43910.0,Matchweek 3,La Liga,22:00,1
2022-09-04,Valencia,Getafe,2022,2022,9,Sunday,1,25,10,1,16,17,1,0.8,0.6,1.1800000000000002,0.8400000000000001,54.8,13.2,2.2,17.919999999999998,1.8,0.2,0.2,0.20000000000000007,0.3400000000000001,0.16666666666666669,1.0,0.4,7.0,38725.0,Matchweek 4,La Liga,21:00,3
2022-09-10,Valencia,Rayo Vallecano,2022,2022,9,Saturday,-1,25,20,0,12,11,0,1.6,0.6,1.3199999999999998,0.74,58.2,14.4,3.0,17.68,1.4,0.2,0.2,1.0,0.5799999999999998,0.20833333333333331,1.0,0.6,9.0,12085.0,Matchweek 5,La Liga,14:00,2
2022-09-17,Valencia,Celta Vigo,2022,2022,9,Saturday,1,25,6,1,16,8,1,1.4,1.0,1.3599999999999999,0.9,60.0,15.8,3.2,18.059999999999995,1.4,0.2,0.2,0.3999999999999999,0.45999999999999985,0.20253164556962025,1.0,0.4,6.0,40965.0,Matchweek 6,La Liga,18:30,2
2022-10-02,Valencia,Espanyol,2022,2022,10,Sunday,0,25,9,0,16,11,0,1.8,1.0,1.3799999999999997,0.9800000000000001,63.8,15.4,4.4,16.86,0.8,0.0,0.0,0.8,0.3999999999999996,0.28571428571428575,0.0,0.4,6.0,19766.0,Matchweek 7,La Liga,14:00,3
2022-10-07,Valencia,Osasuna,2022,2022,10,Friday,1,25,18,0,18,18,0,2.2,1.2,1.46,0.9400000000000001,63.8,15.8,5.4,16.52,1.0,0.0,0.0,1.0000000000000002,0.5199999999999999,0.34177215189873417,0.0,0.4,7.0,20260.0,Matchweek 8,La Liga,21:00,0
2022-10-15,Valencia,Elche,2022,2022,10,Saturday,0,25,8,1,16,20,1,2.6,1.2,1.78,0.9600000000000002,61.2,16.2,6.4,16.380000000000003,0.4,0.0,0.2,1.4000000000000001,0.8199999999999998,0.39506172839506176,0.0,0.6,10.0,41805.0,Matchweek 9,La Liga,16:15,2
2022-10-18,Valencia,Sevilla,2022,2022,10,Tuesday,0,25,24,0,21,20,0,2.0,1.4,1.86,1.26,59.4,15.2,5.8,16.419999999999998,0.4,0.2,0.4,0.6000000000000001,0.6000000000000001,0.3815789473684211,0.5,0.4,8.0,37353.0,Matchweek 10,La Liga,19:00,5
2022-10-22,Valencia,Mallorca,2022,2022,10,Saturday,-1,25,17,1,16,20,1,2.0,1.2,1.8800000000000001,1.1400000000000001,55.8,14.2,5.8,16.98,0.2,0.2,0.6,0.8,0.74,0.4084507042253521,0.33333333333333337,0.4,9.0,41199.0,Matchweek 11,La Liga,18:30,2
2022-10-29,Valencia,Barcelona,2022,2022,10,Saturday,-1,25,4,1,16,15,1,1.6,1.6,1.78,1.34,56.2,13.8,4.8,18.56,0.4,0.4,0.8,0.0,0.43999999999999995,0.34782608695652173,0.5,0.2,6.0,46007.0,Matchweek 12,La Liga,21:00,2
2022-11-06,Valencia,Real Sociedad,2022,2022,11,Sunday,0,25,23,0,16,13,0,1.2,1.4,1.6,1.5,50.4,12.0,4.2,18.52,0.2,0.4,0.8,-0.19999999999999996,0.10000000000000009,0.35000000000000003,0.5,0.2,5.0,32773.0,Matchweek 13,La Liga,16:15,3
2022-11-10,Valencia,Real Betis,2022,2022,11,Thursday,1,25,21,1,16,11,1,1.0,1.4,1.36,1.4000000000000001,53.4,12.0,3.4,18.540000000000003,0.2,0.4,0.6,-0.3999999999999999,-0.040000000000000036,0.2833333333333333,0.6666666666666667,0.0,3.0,39876.0,Matchweek 14,La Liga,20:00,4
2022-12-31,Valencia,Villarreal,2022,2022,12,Saturday,-1,25,27,0,16,15,0,1.2,1.0,1.22,1.1,53.8,11.0,3.4,19.22,0.6,0.4,0.6,0.19999999999999996,0.11999999999999988,0.3090909090909091,0.6666666666666667,0.2,5.0,19247.0,Matchweek 15,La Liga,16:15,2
2023-01-06,Valencia,Cadiz,2022,2023,1,Friday,-1,25,5,1,16,11,1,1.2,1.2,1.14,1.3800000000000001,56.2,11.2,3.4,18.58,0.6,0.4,0.4,0.0,-0.2400000000000002,0.3035714285714286,1.0,0.2,4.0,39003.0,Matchweek 16,La Liga,21:00,0
2023-01-23,Valencia,Almeria,2022,2023,1,Monday,0,25,1,1,18,15,1,1.0,1.0,0.9800000000000001,1.16,57.4,11.0,3.4,17.419999999999998,0.6,0.2,0.2,0.0,-0.17999999999999983,0.3090909090909091,1.0,0.2,4.0,33442.0,Matchweek 18,La Liga,21:00,1
2023-01-29,Valencia,Valladolid,2022,2023,1,Sunday,-1,25,26,0,16,15,0,1.4,1.2,1.3199999999999998,1.1199999999999999,62.2,13.6,4.2,17.48,0.6,0.2,0.2,0.19999999999999996,0.19999999999999996,0.3088235294117647,1.0,0.2,5.0,19675.0,Matchweek 19,La Liga,14:00,3
2023-02-02,Valencia,Real Madrid,2022,2023,2,Thursday,-1,25,22,0,16,15,0,1.2,1.2,1.38,1.2,57.6,13.8,4.0,16.82,0.6,0.2,0.2,0.0,0.17999999999999994,0.2898550724637681,1.0,0.2,4.0,51926.0,Matchweek 17,La Liga,21:00,4
2023-02-05,Valencia,Girona,2022,2023,2,Sunday,-1,25,11,0,10,17,0,0.6,1.6,1.02,1.6199999999999999,51.2,11.8,2.8,16.659999999999997,0.2,0.0,0.0,-1.0,-0.5999999999999999,0.23728813559322032,0.0,0.0,1.0,10732.0,Matchweek 20,La Liga,16:15,3
2023-02-11,Valencia,Athletic Club,2022,2023,2,Saturday,-1,25,2,1,16,11,1,0.4,1.4,0.9399999999999998,1.5799999999999996,51.4,10.8,2.8,17.2,0.2,0.0,0.0,-0.9999999999999999,-0.6399999999999998,0.25925925925925924,0.0,0.0,1.0,36688.0,Matchweek 21,La Liga,21:00,2
2023-02-20,Valencia,Getafe,2022,2023,2,Monday,-1,25,10,0,16,17,0,0.6,1.6,1.18,1.8,46.6,12.2,4.0,17.4,0.2,0.0,0.0,-1.0,-0.6200000000000001,0.3278688524590164,0.0,0.0,1.0,10112.0,Matchweek 22,La Liga,21:00,1
2023-02-25,Valencia,Real Sociedad,2022,2023,2,Saturday,1,25,23,1,16,9,1,0.2,1.4,1.0,1.8799999999999997,46.0,10.6,3.4,18.88,0.4,0.0,0.0,-1.2,-0.8799999999999997,0.32075471698113206,0.0,0.0,0.0,37465.0,Matchweek 23,La Liga,21:00,2
2023-03-05,Valencia,Barcelona,2022,2023,3,Sunday,-1,25,4,0,19,15,0,0.4,1.2,0.86,1.72,44.0,9.2,3.6,18.88,0.4,0.0,0.0,-0.7999999999999999,-0.86,0.391304347826087,0.0,0.2,3.0,89644.0,Matchweek 24,La Liga,16:15,3
2023-03-11,Valencia,Osasuna,2022,2023,3,Saturday,1,25,18,1,16,15,1,0.4,1.0,1.02,1.6199999999999999,47.4,11.0,3.8,18.759999999999998,0.4,0.0,0.0,-0.6,-0.5999999999999999,0.34545454545454546,0.0,0.2,3.0,37762.0,Matchweek 25,La Liga,21:00,2
2023-03-18,Valencia,Atletico Madrid,2022,2023,3,Saturday,-1,25,3,0,19,19,0,0.6,0.8,1.16,1.22,48.6,10.8,3.6,17.84,0.4,0.0,0.2,-0.20000000000000007,-0.06000000000000005,0.3333333333333333,0.0,0.4,6.0,58317.0,Matchweek 26,La Liga,21:00,2
2023-04-03,Valencia,Rayo Vallecano,2022,2023,4,Monday,0,25,20,1,16,11,1,0.4,1.0,1.04,1.3,47.6,9.0,2.2,18.46,0.4,0.0,0.2,-0.6,-0.26,0.24444444444444446,0.0,0.4,6.0,39769.0,Matchweek 27,La Liga,21:00,1
2023-04-09,Valencia,Almeria,2022,2023,4,Sunday,-1,25,1,0,16,8,0,0.6,1.0,1.3,1.1,49.0,10.8,2.2,17.34,0.2,0.2,0.4,-0.4,0.19999999999999996,0.20370370370370372,0.5,0.4,7.0,14309.0,Matchweek 28,La Liga,18:30,3
2023-04-16,Valencia,Sevilla,2022,2023,4,Sunday,-1,25,24,1,18,11,1,0.6,1.4,1.46,1.1400000000000001,53.4,11.4,2.2,17.64,0.2,0.2,0.4,-0.7999999999999999,0.31999999999999984,0.1929824561403509,0.5,0.2,4.0,39654.0,Matchweek 29,La Liga,21:00,3
2023-04-23,Valencia,Elche,2022,2023,4,Sunday,1,25,8,0,20,19,0,0.6,1.6,1.34,0.86,56.0,11.6,2.6,17.9,0.2,0.2,0.4,-1.0,0.4800000000000001,0.22413793103448276,0.5,0.2,4.0,22129.0,Matchweek 30,La Liga,14:00,3
2023-04-27,Valencia,Valladolid,2022,2023,4,Thursday,1,25,26,1,21,19,1,0.8,1.6,1.2,0.9199999999999999,52.0,11.2,2.6,17.479999999999997,0.2,0.2,0.2,-0.8,0.28,0.23214285714285718,1.0,0.2,4.0,42023.0,Matchweek 31,La Liga,19:30,4
2023-04-30,Valencia,Cadiz,2022,2023,4,Sunday,-1,25,5,0,21,17,0,1.2,1.2,1.1800000000000002,0.72,53.0,13.2,3.6,17.020000000000003,0.0,0.2,0.2,0.0,0.4600000000000002,0.27272727272727276,1.0,0.4,7.0,18650.0,Matchweek 32,La Liga,14:00,3
2023-05-03,Valencia,Villarreal,2022,2023,5,Wednesday,0,25,27,1,12,15,1,1.2,1.4,0.9800000000000001,0.9199999999999999,53.0,13.0,3.6,16.740000000000002,0.0,0.0,0.0,-0.19999999999999996,0.060000000000000164,0.27692307692307694,0.0,0.4,6.0,43634.0,Matchweek 33,La Liga,19:30,6
2023-05-14,Valencia,Celta Vigo,2022,2023,5,Sunday,1,25,6,0,12,17,0,1.2,1.2,0.9600000000000002,0.8800000000000001,47.6,12.4,3.2,16.32,0.2,0.0,0.0,0.0,0.08000000000000007,0.25806451612903225,0.0,0.4,7.0,14517.0,Matchweek 34,La Liga,14:00,3
2023-05-21,Valencia,Real Madrid,2022,2023,5,Sunday,1,25,22,1,12,15,1,1.6,1.0,1.1199999999999999,0.9399999999999998,42.8,12.0,3.6,15.6,0.2,0.0,0.0,0.6000000000000001,0.18000000000000005,0.3,0.0,0.6,10.0,46002.0,Matchweek 35,La Liga,18:30,3
2023-05-25,Valencia,Mallorca,2022,2023,5,Thursday,-1,25,17,0,12,4,0,1.4,1.0,1.1199999999999999,1.1,41.2,13.2,4.2,16.119999999999997,0.2,0.0,0.0,0.3999999999999999,0.019999999999999796,0.31818181818181823,0.0,0.6,10.0,14631.0,Matchweek 36,La Liga,19:30,4
2023-05-28,Valencia,Espanyol,2022,2023,5,Sunday,0,25,9,1,12,19,1,1.0,1.0,1.3199999999999998,1.02,43.2,12.4,4.0,15.1,0.4,0.0,0.0,0.0,0.2999999999999998,0.3225806451612903,0.0,0.4,7.0,44141.0,Matchweek 37,La Liga,19:00,3
2023-06-04,Valencia,Real Betis,2022,2023,6,Sunday,0,25,21,0,12,11,0,1.2,1.0,1.5799999999999998,0.9,41.6,13.0,4.2,15.180000000000001,0.4,0.0,0.0,0.19999999999999996,0.6799999999999998,0.3230769230769231,0.0,0.4,8.0,54087.0,Matchweek 38,La Liga,21:00,3
2023-08-11,Valencia,Sevilla,2023,2023,8,Friday,1,25,24,0,18,11,0,1.2,1.0,1.5799999999999998,0.8799999999999999,42.8,13.4,4.6,16.18,0.4,0.0,0.0,0.19999999999999996,0.7,0.34328358208955223,0.0,0.4,8.0,34184.0,Matchweek 1,La Liga,22:00,0
2023-08-18,Valencia,Las Palmas,2023,2023,8,Friday,1,25,14,1,18,15,1,1.2,1.0,1.56,0.8799999999999999,44.6,13.0,4.2,16.119999999999997,0.6,0.0,0.0,0.19999999999999996,0.6800000000000002,0.3230769230769231,0.0,0.4,8.0,41053.0,Matchweek 2,La Liga,21:30,0
2023-08-27,Valencia,Osasuna,2023,2023,8,Sunday,-1,25,18,1,18,15,1,1.2,1.0,1.6600000000000001,0.7,47.0,12.4,3.6,16.72,0.6,0.2,0.2,0.19999999999999996,0.9600000000000002,0.2903225806451613,1.0,0.4,8.0,42474.0,Matchweek 3,La Liga,19:30,3
2023-09-02,Valencia,Alaves,2023,2023,9,Saturday,-1,25,0,0,18,11,0,1.4,1.2,1.6199999999999999,0.8400000000000001,48.0,12.6,3.4,17.04,0.4,0.2,0.2,0.19999999999999996,0.7799999999999998,0.2698412698412698,1.0,0.4,8.0,16641.0,Matchweek 4,La Liga,18:30,2
2023-09-16,Valencia,Atletico Madrid,2023,2023,9,Saturday,1,25,3,1,12,19,1,1.0,1.0,1.26,0.86,49.4,10.6,3.4,17.36,0.4,0.2,0.2,0.0,0.4,0.32075471698113206,1.0,0.4,7.0,45363.0,Matchweek 5,La Liga,16:15,2
2023-09-23,Valencia,Almeria,2023,2023,9,Saturday,0,25,1,0,12,11,0,1.4,0.8,1.28,0.86,49.0,11.0,4.4,16.62,0.4,0.2,0.2,0.5999999999999999,0.42000000000000004,0.4,1.0,0.6,9.0,14266.0,Matchweek 6,La Liga,21:00,2
2023-09-27,Valencia,Real Sociedad,2023,2023,9,Wednesday,-1,25,23,1,12,15,1,1.4,1.0,1.2200000000000002,1.24,47.8,10.4,4.8,17.220000000000002,0.2,0.2,0.2,0.3999999999999999,-0.019999999999999796,0.4615384615384615,1.0,0.4,7.0,44200.0,Matchweek 7,La Liga,21:30,6
2023-10-01,Valencia,Real Betis,2023,2023,10,Sunday,-1,25,21,0,12,11,0,1.2,1.2,1.0,1.1800000000000002,47.6,10.6,4.6,19.2,0.6,0.0,0.0,0.0,-0.18000000000000016,0.43396226415094336,0.0,0.2,4.0,50163.0,Matchweek 8,La Liga,21:00,3
2023-10-07,Valencia,Mallorca,2023,2023,10,Saturday,0,25,17,0,18,17,0,1.0,1.4,0.8,1.26,43.8,9.2,4.2,19.919999999999998,0.6,0.0,0.0,-0.3999999999999999,-0.45999999999999996,0.4565217391304348,0.0,0.2,4.0,17659.0,Matchweek 9,La Liga,18:30,2
2023-10-23,Valencia,Cadiz,2023,2023,10,Monday,1,25,5,1,12,17,1,1.2,1.4,0.74,1.12,42.0,9.6,4.0,21.240000000000002,1.0,0.0,0.0,-0.19999999999999996,-0.3800000000000001,0.4166666666666667,0.0,0.2,5.0,41647.0,Matchweek 10,La Liga,21:00,1
2023-10-29,Valencia,Athletic Club,2023,2023,10,Sunday,0,25,2,0,18,11,0,1.0,1.4,0.78,1.1199999999999999,46.8,9.6,3.2,21.36,1.0,0.0,0.0,-0.3999999999999999,-0.33999999999999986,0.33333333333333337,0.0,0.2,5.0,46563.0,Matchweek 11,La Liga,18:30,3
2023-11-05,Valencia,Granada,2023,2023,11,Sunday,1,25,12,1,18,11,1,1.0,1.4,1.0,0.9800000000000001,47.6,10.4,3.0,20.5,1.0,0.0,0.0,-0.3999999999999999,0.019999999999999907,0.28846153846153844,0.0,0.2,5.0,44922.0,Matchweek 12,La Liga,16:15,3
2023-11-11,Valencia,Real Madrid,2023,2023,11,Saturday,-1,25,22,0,12,17,0,1.2,1.2,1.16,1.0399999999999998,50.2,10.6,2.8,20.080000000000002,0.8,0.2,0.2,0.0,0.1200000000000001,0.2641509433962264,1.0,0.4,8.0,72475.0,Matchweek 13,La Liga,21:00,2
2023-11-25,Valencia,Celta Vigo,2023,2023,11,Saturday,0,25,6,1,18,17,1,1.4,1.6,1.3599999999999999,1.06,50.0,10.8,3.2,19.5,0.8,0.2,0.2,-0.20000000000000018,0.2999999999999998,0.2962962962962963,1.0,0.4,8.0,43375.0,Matchweek 14,La Liga,16:15,2
2023-12-02,Valencia,Girona,2023,2023,12,Saturday,-1,25,11,0,18,4,0,1.2,1.4,1.3599999999999999,1.1,50.8,10.2,2.6,17.72,0.6,0.2,0.2,-0.19999999999999996,0.2599999999999998,0.25490196078431376,1.0,0.4,8.0,13343.0,Matchweek 15,La Liga,14:00,2
2023-12-08,Valencia,Getafe,2023,2023,12,Friday,-1,25,10,0,18,17,0,1.0,1.8,1.26,1.3,43.6,9.6,2.4,17.7,0.4,0.2,0.2,-0.8,-0.040000000000000036,0.25,1.0,0.2,5.0,11515.0,Matchweek 16,La Liga,21:00,0
2023-12-16,Valencia,Barcelona,2023,2023,12,Saturday,0,25,4,1,18,15,1,0.6,1.6,0.9,1.06,41.6,8.0,1.6,19.24,0.6,0.2,0.2,-1.0,-0.16000000000000003,0.2,1.0,0.2,4.0,46492.0,Matchweek 17,La Liga,21:00,2
