date,team,opponent,season,year,month,day_of_week,outcome,team_encoded,opponent_encoded,venue_encoded,formation_encoded,opp formation_encoded,is_home,avg_gf_5,avg_ga_5,avg_xg_5,avg_xga_5,avg_poss_5,avg_sh_5,avg_sot_5,avg_dist_5,avg_fk_5,avg_pk_5,avg_pkatt_5,avg_goal_diff,avg_xgoal_diff,avg_shot_acc,avg_pk_acc,form_5,points_5,attendance,round,comp,time,day_of_week_encoded
2019-08-31,Alaves,Getafe,2019,2019,8,Saturday,0,0,10,0,20,17,0,0.5,0.0,0.65,0.65,37.5,9.5,2.0,18.450000000000003,0.5,0.0,0.0,0.5,0.0,0.21052631578947367,0.0,0.0,1.0,10806.0,Matchweek 3,La Liga,19:00,2
2019-09-15,Alaves,Sevilla,2019,2019,9,Sunday,-1,0,24,1,18,15,1,0.6666666666666666,0.3333333333333333,0.7666666666666666,0.7666666666666666,38.0,8.0,1.6666666666666667,15.100000000000001,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.20833333333333334,0.0,0.0,2.0,16309.0,Matchweek 4,La Liga,14:00,3
2019-09-22,Alaves,Athletic Club,2019,2019,9,Sunday,-1,0,2,0,10,11,0,0.5,0.5,0.775,0.8500000000000001,38.25,7.75,1.25,15.700000000000001,0.25,0.0,0.0,0.0,-0.07500000000000007,0.16129032258064516,0.0,0.0,2.0,45143.0,Matchweek 5,La Liga,18:30,3
2019-09-26,Alaves,Real Sociedad,2019,2019,9,Thursday,-1,0,23,0,10,15,0,0.4,0.8,0.66,1.16,39.2,7.0,1.2,16.64,0.2,0.0,0.0,-0.4,-0.4999999999999999,0.17142857142857143,0.0,0.0,2.0,28720.0,Matchweek 6,La Liga,21:00,4
2019-09-29,Alaves,Mallorca,2019,2019,9,Sunday,1,0,17,1,18,11,1,0.2,1.4,0.62,1.7,39.8,6.2,0.8,15.479999999999999,0.0,0.0,0.0,-1.2,-1.08,0.12903225806451613,0.0,0.0,2.0,17135.0,Matchweek 7,La Liga,16:00,3
2019-10-05,Alaves,Valencia,2019,2019,10,Saturday,-1,0,25,0,18,17,0,0.6,1.4,0.8800000000000001,1.7,43.2,6.2,1.4,16.4,0.0,0.2,0.2,-0.7999999999999999,-0.8199999999999998,0.2258064516129032,1.0,0.2,4.0,38943.0,Matchweek 8,La Liga,18:30,2
2019-10-20,Alaves,Celta Vigo,2019,2019,10,Sunday,1,0,6,1,18,17,1,0.6,1.6,1.02,1.7600000000000002,44.2,7.2,2.0,17.28,0.0,0.2,0.2,-1.0,-0.7400000000000002,0.2777777777777778,1.0,0.2,3.0,16584.0,Matchweek 9,La Liga,12:00,3
2019-10-25,Alaves,Villarreal,2019,2019,10,Friday,-1,0,27,0,18,9,0,1.0,1.4,1.28,1.8,44.0,8.2,3.0,16.12,0.0,0.2,0.2,-0.3999999999999999,-0.52,0.3658536585365854,1.0,0.4,6.0,16049.0,Matchweek 10,La Liga,21:00,0
2019-10-29,Alaves,Atletico Madrid,2019,2019,10,Tuesday,0,0,3,1,18,17,1,1.2,1.8,1.4,1.8199999999999998,42.8,9.8,3.4,15.62,0.2,0.2,0.2,-0.6000000000000001,-0.41999999999999993,0.346938775510204,1.0,0.4,6.0,17235.0,Matchweek 11,La Liga,19:00,5
2019-11-03,Alaves,Osasuna,2019,2019,11,Sunday,-1,0,18,0,18,17,0,1.4,1.4,1.4600000000000002,1.4,44.2,11.0,4.0,16.919999999999998,0.4,0.2,0.2,0.0,0.060000000000000275,0.36363636363636365,1.0,0.4,7.0,15954.0,Matchweek 12,La Liga,16:00,3
2019-11-09,Alaves,Valladolid,2019,2019,11,Saturday,1,0,26,1,18,17,1,1.4,2.2,1.3400000000000003,2.1,41.8,11.0,3.4,16.339999999999996,0.6,0.2,0.2,-0.8000000000000003,-0.7599999999999998,0.3090909090909091,1.0,0.2,4.0,16148.0,Matchweek 13,La Liga,13:00,2
2019-11-24,Alaves,Eibar,2019,2019,11,Sunday,1,0,7,0,12,17,0,1.8,1.8,1.6800000000000002,1.9,42.2,11.6,3.4,16.56,0.6,0.4,0.4,0.0,-0.21999999999999975,0.29310344827586204,1.0,0.4,7.0,6315.0,Matchweek 14,La Liga,16:00,3
2019-11-30,Alaves,Real Madrid,2019,2019,11,Saturday,-1,0,22,1,18,15,1,1.8,1.8,1.58,1.92,43.0,10.6,3.4,16.68,0.6,0.4,0.4,0.0,-0.33999999999999986,0.32075471698113206,1.0,0.4,7.0,19357.0,Matchweek 15,La Liga,13:00,2
2019-12-07,Alaves,Granada,2019,2019,12,Saturday,-1,0,12,0,18,11,0,1.8,1.4,1.6800000000000002,1.78,42.8,9.6,3.0,16.18,0.4,0.6,0.6,0.40000000000000013,-0.09999999999999987,0.3125,1.0,0.4,7.0,14773.0,Matchweek 16,La Liga,16:00,2
2019-12-13,Alaves,Leganes,2019,2019,12,Friday,0,0,15,1,18,20,1,1.6,1.8,1.6199999999999999,1.94,43.0,8.4,2.6,16.8,0.4,0.6,0.6,-0.19999999999999996,-0.32000000000000006,0.30952380952380953,1.0,0.4,6.0,15567.0,Matchweek 17,La Liga,21:00,0
2019-12-21,Alaves,Barcelona,2019,2019,12,Saturday,-1,0,4,0,17,15,0,1.4,1.2,1.56,1.34,48.2,8.4,2.8,15.66,0.2,0.4,0.4,0.19999999999999996,0.21999999999999997,0.3333333333333333,1.0,0.4,7.0,63054.0,Matchweek 18,La Liga,16:00,2
2020-01-05,Alaves,Real Betis,2019,2020,1,Sunday,0,0,21,1,18,9,1,1.0,2.0,0.96,1.54,45.2,6.8,2.6,16.18,0.2,0.2,0.2,-1.0,-0.5800000000000001,0.3823529411764706,1.0,0.2,4.0,17689.0,Matchweek 19,La Liga,16:00,3
2020-01-18,Alaves,Levante,2019,2020,1,Saturday,1,0,16,0,18,17,0,0.8,2.2,0.7,1.64,43.4,6.6,1.8,18.22,0.4,0.2,0.2,-1.4000000000000001,-0.94,0.27272727272727276,1.0,0.0,2.0,16848.0,Matchweek 20,La Liga,13:00,2
2020-01-25,Alaves,Villarreal,2019,2020,1,Saturday,-1,0,27,1,18,9,1,0.8,1.8,0.8600000000000001,1.52,45.4,8.0,2.8,17.9,0.4,0.0,0.0,-1.0,-0.6599999999999999,0.35,0.0,0.2,5.0,18153.0,Matchweek 21,La Liga,18:30,2
2020-02-02,Alaves,Sevilla,2019,2020,2,Sunday,0,0,24,0,20,15,0,1.0,1.6,0.9800000000000001,1.22,46.4,9.2,3.6,17.2,0.2,0.0,0.0,-0.6000000000000001,-0.23999999999999988,0.391304347826087,0.0,0.2,5.0,36286.0,Matchweek 22,La Liga,18:30,3
2020-02-07,Alaves,Eibar,2019,2020,2,Friday,1,0,7,1,10,11,1,1.0,1.6,0.8800000000000001,1.42,38.2,8.0,3.6,18.04,0.2,0.0,0.0,-0.6000000000000001,-0.5399999999999998,0.45,0.0,0.2,5.0,17089.0,Matchweek 23,La Liga,21:00,0
2020-02-15,Alaves,Mallorca,2019,2020,2,Saturday,-1,0,17,0,18,11,0,1.2,1.0,1.06,1.18,39.8,8.8,4.0,18.14,0.2,0.0,0.0,0.19999999999999996,-0.11999999999999988,0.45454545454545453,0.0,0.4,8.0,12329.0,Matchweek 24,La Liga,13:00,2
2020-02-23,Alaves,Athletic Club,2019,2020,2,Sunday,1,0,2,1,18,19,1,1.0,1.0,1.1800000000000002,1.22,43.8,9.6,3.8,16.64,0.0,0.0,0.0,0.0,-0.039999999999999813,0.3958333333333333,0.0,0.4,7.0,19412.0,Matchweek 25,La Liga,14:00,3
2020-02-29,Alaves,Leganes,2019,2020,2,Saturday,0,0,15,0,18,3,0,1.2,1.2,1.1199999999999999,1.1400000000000001,43.4,7.4,3.2,16.42,0.0,0.2,0.2,0.0,-0.02000000000000024,0.43243243243243246,1.0,0.4,7.0,10043.0,Matchweek 26,La Liga,18:30,2
2020-03-06,Alaves,Valencia,2019,2020,3,Friday,0,0,25,1,18,9,1,1.2,1.0,1.1199999999999999,1.16,41.6,6.8,3.0,16.52,0.0,0.2,0.2,0.19999999999999996,-0.040000000000000036,0.4411764705882353,1.0,0.4,8.0,14083.0,Matchweek 27,La Liga,21:00,0
2020-06-13,Alaves,Espanyol,2019,2020,6,Saturday,-1,0,9,0,18,17,0,1.2,1.0,1.1800000000000002,0.96,45.0,8.6,2.8,16.2,0.2,0.2,0.2,0.19999999999999996,0.2200000000000002,0.3255813953488372,1.0,0.4,8.0,20298.5,Matchweek 28,La Liga,14:00,2
2020-06-18,Alaves,Real Sociedad,2019,2020,6,Thursday,1,0,23,1,11,11,1,0.8,1.2,0.9399999999999998,1.44,43.6,7.0,1.8,14.459999999999999,0.2,0.2,0.2,-0.3999999999999999,-0.5000000000000001,0.2571428571428572,1.0,0.2,5.0,20298.5,Matchweek 29,La Liga,19:30,4
2020-06-21,Alaves,Celta Vigo,2019,2020,6,Sunday,-1,0,6,0,18,15,0,1.2,1.0,1.06,1.1199999999999999,40.0,8.0,3.2,14.540000000000001,0.4,0.2,0.2,0.19999999999999996,-0.05999999999999983,0.4,1.0,0.4,8.0,20298.5,Matchweek 30,La Liga,14:00,3
2020-06-24,Alaves,Osasuna,2019,2020,6,Wednesday,-1,0,18,1,18,17,1,0.8,2.0,0.74,1.5399999999999998,36.8,8.2,3.0,15.459999999999999,0.4,0.0,0.0,-1.2,-0.7999999999999998,0.3658536585365854,0.0,0.2,5.0,20298.5,Matchweek 31,La Liga,19:30,6
2020-06-27,Alaves,Atletico Madrid,2019,2020,6,Saturday,-1,0,3,0,10,17,0,0.6,2.0,0.74,1.54,38.4,7.6,2.2,14.2,0.4,0.0,0.0,-1.4,-0.8,0.2894736842105263,0.0,0.2,4.0,20298.5,Matchweek 32,La Liga,22:00,2
2020-07-01,Alaves,Granada,2019,2020,7,Wednesday,-1,0,12,1,18,4,1,0.6,2.2,0.74,1.7600000000000002,35.8,6.0,2.0,15.66,0.6,0.2,0.2,-1.6,-1.0200000000000002,0.3333333333333333,1.0,0.2,3.0,20298.5,Matchweek 33,La Liga,19:30,6
2020-07-04,Alaves,Valladolid,2019,2020,7,Saturday,-1,0,26,0,12,17,0,0.6,2.2,0.9400000000000001,1.52,40.4,8.0,3.0,17.54,0.8,0.2,0.2,-1.6,-0.58,0.375,1.0,0.2,3.0,20298.5,Matchweek 34,La Liga,19:30,2
2020-07-10,Alaves,Real Madrid,2019,2020,7,Friday,-1,0,22,0,18,15,0,0.2,2.4,0.72,1.52,43.0,6.4,1.6,18.939999999999998,0.6,0.2,0.2,-2.1999999999999997,-0.8,0.25,1.0,0.0,0.0,20298.5,Matchweek 35,La Liga,22:00,0
2020-07-13,Alaves,Getafe,2019,2020,7,Monday,0,0,10,1,18,17,1,0.2,1.6,0.9199999999999999,1.3800000000000001,43.4,7.6,2.0,18.58,0.6,0.2,0.2,-1.4000000000000001,-0.4600000000000002,0.2631578947368421,1.0,0.0,0.0,20298.5,Matchweek 36,La Liga,19:30,1
2020-07-16,Alaves,Real Betis,2019,2020,7,Thursday,1,0,21,0,18,11,0,0.2,1.4,0.78,1.3,42.2,7.2,2.2,18.44,0.6,0.2,0.2,-1.2,-0.52,0.3055555555555556,1.0,0.0,1.0,20298.5,Matchweek 37,La Liga,21:00,4
2020-07-19,Alaves,Barcelona,2019,2020,7,Sunday,-1,0,4,1,18,15,1,0.4,1.2,0.9400000000000001,1.36,41.6,7.8,2.8,15.680000000000001,0.2,0.0,0.0,-0.7999999999999999,-0.42000000000000004,0.358974358974359,0.0,0.2,4.0,20298.5,Matchweek 38,La Liga,17:00,3
2020-09-13,Alaves,Real Betis,2020,2020,9,Sunday,-1,0,21,1,0,11,1,0.4,1.8,0.78,1.7600000000000002,37.0,7.2,1.8,16.7,0.0,0.0,0.0,-1.4,-0.9800000000000002,0.25,0.0,0.2,4.0,20298.5,Matchweek 1,La Liga,14:00,3
2020-09-20,Alaves,Granada,2020,2020,9,Sunday,-1,0,12,0,7,11,0,0.4,1.8,0.9400000000000001,1.7399999999999998,36.0,7.2,2.2,14.48,0.0,0.0,0.0,-1.4,-0.7999999999999997,0.3055555555555556,0.0,0.2,4.0,20298.5,Matchweek 2,La Liga,18:30,3
2020-09-26,Alaves,Getafe,2020,2020,9,Saturday,0,0,10,1,18,17,1,0.6,1.8,0.8400000000000001,1.7400000000000002,38.8,6.2,2.0,15.180000000000001,0.2,0.0,0.0,-1.2000000000000002,-0.9000000000000001,0.3225806451612903,0.0,0.2,4.0,20298.5,Matchweek 3,La Liga,13:00,2
2020-09-30,Alaves,Villarreal,2020,2020,9,Wednesday,-1,0,27,0,18,9,0,0.6,1.8,1.06,1.8199999999999998,38.8,7.4,1.8,16.18,0.4,0.0,0.0,-1.2000000000000002,-0.7599999999999998,0.24324324324324323,0.0,0.2,4.0,20298.5,Matchweek 4,La Liga,19:00,6
2020-10-04,Alaves,Athletic Club,2020,2020,10,Sunday,1,0,2,1,7,11,1,0.4,2.2,0.9199999999999999,1.86,41.4,7.4,1.6,17.259999999999998,0.4,0.0,0.0,-1.8000000000000003,-0.9400000000000002,0.21621621621621623,0.0,0.0,1.0,20298.5,Matchweek 5,La Liga,14:00,3
2020-10-18,Alaves,Elche,2020,2020,10,Sunday,-1,0,8,1,3,4,1,0.6,1.2,0.9800000000000001,1.3199999999999998,43.2,7.4,2.2,16.119999999999997,0.4,0.0,0.0,-0.6,-0.33999999999999975,0.2972972972972973,0.0,0.2,4.0,20298.5,Matchweek 6,La Liga,18:30,3
2020-10-25,Alaves,Valladolid,2020,2020,10,Sunday,1,0,26,0,18,17,0,0.6,1.4,1.08,1.4,44.0,8.6,2.2,17.880000000000003,0.4,0.0,0.0,-0.7999999999999999,-0.31999999999999984,0.2558139534883721,0.0,0.2,4.0,20298.5,Matchweek 7,La Liga,14:00,3
2020-10-31,Alaves,Barcelona,2020,2020,10,Saturday,0,0,4,1,10,11,1,0.8,1.0,1.44,1.02,46.2,10.2,2.2,17.16,0.2,0.0,0.2,-0.19999999999999996,0.41999999999999993,0.21568627450980396,0.0,0.4,7.0,20298.5,Matchweek 8,La Liga,21:00,2
2020-11-08,Alaves,Levante,2020,2020,11,Sunday,0,0,16,0,18,17,0,1.0,1.2,1.42,1.18,41.0,9.2,2.8,16.82,0.2,0.0,0.2,-0.19999999999999996,0.24,0.30434782608695654,0.0,0.4,7.0,20298.5,Matchweek 9,La Liga,18:30,3
2020-11-22,Alaves,Valencia,2020,2020,11,Sunday,0,0,25,1,7,17,1,1.0,0.8,1.36,1.1400000000000001,38.6,8.8,2.6,16.56,0.2,0.0,0.2,0.19999999999999996,0.21999999999999997,0.2954545454545454,0.0,0.4,8.0,20298.5,Matchweek 10,La Liga,21:00,3
2020-11-28,Alaves,Real Madrid,2020,2020,11,Saturday,1,0,22,0,18,15,0,1.2,1.2,1.5799999999999998,1.4,37.2,9.6,2.4,16.72,0.2,0.2,0.4,0.0,0.17999999999999994,0.25,0.5,0.2,6.0,20298.5,Matchweek 11,La Liga,21:00,2
2020-12-06,Alaves,Real Sociedad,2020,2020,12,Sunday,0,0,23,1,18,11,1,1.6,1.0,1.6799999999999997,1.5799999999999998,34.4,9.0,3.0,16.619999999999997,0.2,0.4,0.6,0.6000000000000001,0.09999999999999987,0.3333333333333333,0.6666666666666667,0.4,9.0,20298.5,Matchweek 12,La Liga,21:00,3
2020-12-12,Alaves,Huesca,2020,2020,12,Saturday,-1,0,13,0,18,15,0,1.2,1.0,1.2399999999999998,1.8,29.8,7.4,2.6,16.68,0.2,0.4,0.4,0.19999999999999996,-0.5600000000000003,0.35135135135135137,1.0,0.2,7.0,20298.5,Matchweek 13,La Liga,18:30,2
2020-12-20,Alaves,Celta Vigo,2020,2020,12,Sunday,-1,0,6,0,18,8,0,1.0,1.0,1.04,1.5,32.4,7.2,2.2,16.66,0.0,0.4,0.4,0.0,-0.45999999999999996,0.3055555555555556,1.0,0.2,6.0,20298.5,Matchweek 14,La Liga,14:00,3
2020-12-23,Alaves,Eibar,2020,2020,12,Wednesday,1,0,7,1,18,11,1,0.8,1.2,1.02,1.4,35.8,7.6,2.2,17.1,0.0,0.4,0.4,-0.3999999999999999,-0.3799999999999999,0.2894736842105263,1.0,0.2,5.0,20298.5,Matchweek 15,La Liga,22:00,6
2020-12-31,Alaves,Osasuna,2020,2020,12,Thursday,0,0,18,0,18,17,0,0.8,1.0,1.06,1.22,37.8,7.8,2.4,17.02,0.2,0.2,0.2,-0.19999999999999996,-0.15999999999999992,0.3076923076923077,1.0,0.4,7.0,20298.5,Matchweek 16,La Liga,16:15,4
2021-01-03,Alaves,Atletico Madrid,2020,2021,1,Sunday,-1,0,3,1,19,6,1,0.6,1.0,0.9400000000000001,0.9600000000000002,44.6,8.6,1.4,17.34,0.4,0.2,0.2,-0.4,-0.02000000000000013,0.1627906976744186,1.0,0.2,5.0,20298.5,Matchweek 17,La Liga,16:15,3
2021-01-10,Alaves,Cadiz,2020,2021,1,Sunday,-1,0,5,0,18,17,0,0.8,1.4,0.9400000000000001,1.1199999999999999,46.6,8.4,1.4,17.119999999999997,0.4,0.2,0.2,-0.5999999999999999,-0.17999999999999983,0.16666666666666666,1.0,0.2,4.0,20298.5,Matchweek 18,La Liga,16:15,3
2021-01-19,Alaves,Sevilla,2020,2021,1,Tuesday,-1,0,24,1,18,15,1,1.0,1.8,1.08,1.56,51.8,8.6,1.4,19.9,0.4,0.4,0.4,-0.8,-0.48,0.1627906976744186,1.0,0.2,4.0,20298.5,Matchweek 19,La Liga,21:30,5
2021-01-23,Alaves,Real Madrid,2020,2021,1,Saturday,-1,0,22,1,18,15,1,1.2,1.8,1.26,1.48,50.2,9.2,1.4,20.2,0.4,0.4,0.6,-0.6000000000000001,-0.21999999999999997,0.15217391304347827,0.6666666666666667,0.2,4.0,20298.5,Matchweek 20,La Liga,21:00,2
2021-01-31,Alaves,Getafe,2020,2021,1,Sunday,0,0,10,0,18,4,0,1.0,2.4,1.02,1.56,49.4,9.4,1.6,20.06,0.2,0.4,0.6,-1.4,-0.54,0.1702127659574468,0.6666666666666667,0.0,1.0,20298.5,Matchweek 21,La Liga,14:00,3
2021-02-05,Alaves,Valladolid,2020,2021,2,Friday,1,0,26,1,18,11,1,0.8,2.2,0.74,1.56,44.0,7.6,1.8,21.759999999999998,0.0,0.2,0.4,-1.4000000000000001,-0.8200000000000001,0.2368421052631579,0.5,0.0,1.0,20298.5,Matchweek 22,La Liga,21:00,0
2021-02-13,Alaves,Barcelona,2020,2021,2,Saturday,-1,0,4,0,18,15,0,0.8,1.8,0.9800000000000001,1.14,46.6,10.8,2.6,22.34,0.6,0.2,0.4,-1.0,-0.1599999999999998,0.24074074074074073,0.5,0.2,4.0,20298.5,Matchweek 23,La Liga,21:00,2
2021-02-21,Alaves,Real Sociedad,2020,2021,2,Sunday,-1,0,23,0,18,15,0,0.8,2.2,0.9399999999999998,1.1,40.0,11.2,2.8,19.619999999999997,0.6,0.0,0.2,-1.4000000000000001,-0.16000000000000025,0.25,0.0,0.2,4.0,20298.5,Matchweek 24,La Liga,16:15,3
2021-02-27,Alaves,Osasuna,2020,2021,2,Saturday,-1,0,18,1,18,17,1,0.6,2.6,0.78,1.3399999999999999,39.6,10.4,2.8,19.22,0.6,0.0,0.0,-2.0,-0.5599999999999998,0.2692307692307692,0.0,0.2,4.0,20298.5,Matchweek 25,La Liga,18:30,2
2021-03-08,Alaves,Real Betis,2020,2021,3,Monday,-1,0,21,0,18,11,0,0.4,2.0,0.72,1.36,42.2,8.4,2.2,19.9,0.6,0.0,0.0,-1.6,-0.6400000000000001,0.2619047619047619,0.0,0.2,4.0,20298.5,Matchweek 26,La Liga,21:00,1
2021-03-13,Alaves,Cadiz,2020,2021,3,Saturday,0,0,5,1,18,9,1,0.8,2.6,0.8400000000000001,1.6800000000000002,39.0,8.2,2.6,17.139999999999997,0.8,0.0,0.0,-1.8,-0.8400000000000001,0.3170731707317074,0.0,0.2,3.0,20298.5,Matchweek 27,La Liga,14:00,2
2021-03-21,Alaves,Atletico Madrid,2020,2021,3,Sunday,-1,0,3,0,10,0,0,0.8,2.8,0.8400000000000001,1.9600000000000002,38.2,5.8,1.8,17.72,0.2,0.2,0.2,-1.9999999999999998,-1.12,0.3103448275862069,1.0,0.0,1.0,20298.5,Matchweek 28,La Liga,18:30,3
2021-04-04,Alaves,Celta Vigo,2020,2021,4,Sunday,-1,0,6,1,18,8,1,0.6,2.0,0.9400000000000001,1.58,40.4,6.2,1.8,18.860000000000003,0.2,0.2,0.4,-1.4,-0.64,0.2903225806451613,0.5,0.0,1.0,20298.5,Matchweek 29,La Liga,14:00,3
2021-04-10,Alaves,Athletic Club,2020,2021,4,Saturday,0,0,2,0,18,17,0,0.8,1.8,1.1800000000000002,1.5,44.0,8.2,2.8,18.6,0.4,0.2,0.4,-1.0,-0.31999999999999984,0.34146341463414637,0.5,0.0,1.0,20298.5,Matchweek 30,La Liga,16:15,2
2021-04-18,Alaves,Huesca,2020,2021,4,Sunday,1,0,13,1,18,6,1,0.8,1.6,1.2,1.56,44.4,9.2,2.6,18.0,0.4,0.2,0.4,-0.8,-0.3600000000000001,0.28260869565217395,0.5,0.0,2.0,20298.5,Matchweek 33,La Liga,16:15,3
2021-04-21,Alaves,Villarreal,2020,2021,4,Wednesday,1,0,27,1,18,17,1,0.6,1.0,1.1199999999999999,1.34,49.8,10.4,2.4,18.660000000000004,0.2,0.2,0.4,-0.4,-0.2200000000000002,0.23076923076923075,0.5,0.2,5.0,20298.5,Matchweek 31,La Liga,21:00,6
2021-04-24,Alaves,Valencia,2020,2021,4,Saturday,0,0,25,0,18,17,0,0.8,1.0,1.16,1.3399999999999999,46.2,10.6,3.0,17.84,0.2,0.0,0.2,-0.19999999999999996,-0.17999999999999994,0.2830188679245283,0.0,0.4,7.0,20298.5,Matchweek 32,La Liga,18:30,2
2021-05-01,Alaves,Eibar,2020,2021,5,Saturday,-1,0,7,0,18,17,0,1.0,1.0,1.1199999999999999,1.44,47.8,10.2,3.0,16.08,0.2,0.0,0.0,0.0,-0.32000000000000006,0.29411764705882354,0.0,0.4,8.0,20298.5,Matchweek 34,La Liga,14:00,2
2021-05-08,Alaves,Levante,2020,2021,5,Saturday,0,0,16,1,12,17,1,0.8,1.0,0.76,1.3399999999999999,48.0,8.0,2.0,17.04,0.0,0.0,0.0,-0.19999999999999996,-0.5799999999999998,0.25,0.0,0.4,8.0,20298.5,Matchweek 35,La Liga,14:00,2
2021-05-11,Alaves,Elche,2020,2021,5,Tuesday,1,0,8,0,16,17,0,1.2,1.4,0.9,1.1400000000000001,47.6,9.2,3.0,17.18,0.2,0.0,0.0,-0.19999999999999996,-0.2400000000000001,0.32608695652173914,0.0,0.4,8.0,20298.5,Matchweek 36,La Liga,20:00,5
2021-05-16,Alaves,Granada,2020,2021,5,Sunday,1,0,12,1,18,11,1,1.4,1.4,1.1400000000000001,1.12,44.0,9.0,3.0,16.3,0.4,0.0,0.0,0.0,0.020000000000000018,0.3333333333333333,0.0,0.4,8.0,20298.5,Matchweek 37,La Liga,18:30,3
2021-05-23,Alaves,Sevilla,2020,2021,5,Sunday,-1,0,24,0,16,15,0,1.8,1.6,1.28,0.9799999999999999,48.0,10.0,4.0,15.319999999999999,0.4,0.0,0.0,0.19999999999999996,0.30000000000000016,0.4,0.0,0.4,8.0,20298.5,Matchweek 38,La Liga,21:00,3
2021-08-14,Alaves,Real Madrid,2021,2021,8,Saturday,-1,0,22,1,12,15,1,1.6,1.6,1.3,0.86,45.2,11.0,4.0,16.44,0.4,0.0,0.0,0.0,0.44000000000000006,0.36363636363636365,0.0,0.4,7.0,3968.0,Matchweek 1,La Liga,22:00,2
2021-08-21,Alaves,Mallorca,2021,2021,8,Saturday,-1,0,17,1,12,11,1,1.8,1.8,1.6,0.9,42.6,11.8,4.2,16.36,0.6,0.2,0.2,0.0,0.7000000000000001,0.3559322033898305,1.0,0.4,7.0,2896.0,Matchweek 2,La Liga,17:00,2
2021-08-27,Alaves,Valencia,2021,2021,8,Friday,-1,0,25,0,18,17,0,1.4,1.6,1.4600000000000002,0.8800000000000001,41.2,10.6,4.0,15.74,0.4,0.2,0.2,-0.20000000000000018,0.5800000000000001,0.37735849056603776,1.0,0.4,6.0,10627.0,Matchweek 3,La Liga,22:15,0
2021-09-18,Alaves,Osasuna,2021,2021,9,Saturday,-1,0,18,1,18,15,1,1.0,2.2,1.22,1.04,44.8,10.6,4.0,16.62,0.4,0.2,0.2,-1.2000000000000002,0.17999999999999994,0.37735849056603776,1.0,0.2,3.0,8176.0,Matchweek 5,La Liga,21:00,2
2021-09-22,Alaves,Espanyol,2021,2021,9,Wednesday,-1,0,9,0,18,11,0,0.2,2.2,0.8400000000000001,1.16,45.2,9.4,2.8,18.86,0.4,0.2,0.2,-2.0,-0.31999999999999984,0.2978723404255319,1.0,0.0,0.0,14254.0,Matchweek 6,La Liga,19:30,6
2021-09-25,Alaves,Atletico Madrid,2021,2021,9,Saturday,1,0,3,1,21,0,1,0.2,2.2,0.72,1.42,48.2,8.6,2.8,18.160000000000004,0.4,0.2,0.2,-2.0,-0.7,0.3255813953488372,1.0,0.0,0.0,9836.0,Matchweek 7,La Liga,14:00,2
2021-10-01,Alaves,Athletic Club,2021,2021,10,Friday,-1,0,2,0,21,17,0,0.2,1.4,0.52,1.2200000000000002,45.8,8.0,2.4,17.5,0.2,0.0,0.0,-1.2,-0.7000000000000002,0.3,0.0,0.2,3.0,28665.0,Matchweek 8,La Liga,21:00,0
2021-10-18,Alaves,Real Betis,2021,2021,10,Monday,-1,0,21,1,18,11,1,0.2,1.4,0.6,1.48,45.6,9.6,2.6,17.419999999999998,0.2,0.0,0.0,-1.2,-0.88,0.27083333333333337,0.0,0.2,3.0,10227.0,Matchweek 9,La Liga,19:00,1
2021-10-23,Alaves,Cadiz,2021,2021,10,Saturday,1,0,5,0,12,17,0,0.2,1.0,0.7,1.44,42.8,10.6,2.6,16.72,0.2,0.0,0.0,-0.8,-0.74,0.24528301886792456,0.0,0.2,3.0,13790.0,Matchweek 10,La Liga,16:15,2
2021-10-26,Alaves,Elche,2021,2021,10,Tuesday,1,0,8,1,12,17,1,0.6,0.6,0.8600000000000001,1.46,39.6,10.4,2.6,15.34,0.2,0.2,0.2,0.0,-0.5999999999999999,0.25,1.0,0.4,6.0,10206.0,Matchweek 11,La Liga,19:00,5
2021-10-30,Alaves,Barcelona,2021,2021,10,Saturday,0,0,4,0,12,15,0,0.8,0.4,1.1,1.18,37.8,12.2,3.2,15.819999999999999,0.2,0.2,0.2,0.4,-0.07999999999999985,0.26229508196721313,1.0,0.6,9.0,37278.0,Matchweek 12,La Liga,21:00,2
2021-11-06,Alaves,Levante,2021,2021,11,Saturday,1,0,16,1,16,16,1,0.8,0.6,1.1400000000000001,1.3,36.0,11.4,3.4,14.780000000000001,0.2,0.2,0.2,0.20000000000000007,-0.15999999999999992,0.2982456140350877,1.0,0.4,7.0,12176.0,Matchweek 13,La Liga,18:30,2
2021-11-20,Alaves,Sevilla,2021,2021,11,Saturday,0,0,24,0,10,15,0,1.2,0.6,1.2600000000000002,1.06,39.0,9.8,2.8,15.9,0.2,0.4,0.4,0.6,0.20000000000000018,0.2857142857142857,1.0,0.6,10.0,25208.0,Matchweek 14,La Liga,16:15,2
2021-11-27,Alaves,Celta Vigo,2021,2021,11,Saturday,-1,0,6,1,16,8,1,1.6,0.8,1.3,1.1400000000000001,38.0,8.4,2.8,16.119999999999997,0.2,0.6,0.6,0.8,0.15999999999999992,0.3333333333333333,1.0,0.6,11.0,10093.0,Matchweek 15,La Liga,14:00,2
